Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Flower and Snake: Ultimate Rope Discipline,1987,,Crime Drama ,,,,"A man's gambling debts pile higher and higher and he is desperate enough to have to do something. Well, he can sell off the two women closest to himself of course. The yakuza are buyers of course. The sold mother and daughter are now sexual slaves and while the mother attempts to bargain for her daughter's freedom nothing gives. Escape is also futile.. or rather worse than remaining put.",sex slave softcore grindhouse film love making making love 43 more ,60
Les fous de Bassan,1987,,Drama ,,,,"Stevens Brown, now an old man, recalls the events that unfurled 50 years before in the summer of 1936 when, after a five-year absence following a fierce quarrel with his father, he had returned to his repressive hometown village of Griffin Creek (fictional town based on L'Anse-au-Griffon), located on Quebec's Gaspé peninsula. At the time, while his father, Timothé, pays little heed to his son's return, the town gratefully welcomes back the handsome and charismatic young Stevens, especially the local ladies for whom his adventures lend an irresistible air of mystery and glamour. As passions boil below the town's incestuous surface, Stevens becomes the lover of the young widow, Maureen, but his heart is firmly set on the one girl not interested in his advances, Olivia Atkins, his enchanting cousin. Revolving around the people central to the events of that summer, from the women in Steven's life, and Percival, his simple-minded brother, to the reverend and his wife and the villagers as a whole, Stevens evokes a quashed romance amidst increasing drama and turmoil that ended in murder. Based on the 1982 prix Femina-winning novel by Anne Hébert.",unrequited love incest tragedy religion murder 3 more ,60
Dragonard,1987,R,Drama ,,,,"In 1747, an imprisoned Scottish nobleman, hunky Richard Abdee, is auctioned off as a slave on a British Caribbean colony of St. Joseph's. The island is controlled by debauched French and British sugar plantation owners, who use African slaves to cut their sugarcane, while vile Captain Shanks, the owner of a slave ship, keeps an eye on them. Abdee quickly becomes the love interest of two women - the governor's sexpot daughter, Arabella, and his master's repressed wife, Honore Juno, whom he also fancies. When Abdee is caught in bed with Juno, he's given 100 lashes with the dreaded ""dragonard"" whip. This sentence is meant to be fatal but Abdee survives with the help of sympathetic brothel owner Naomi. He then joins a slave revolt to try and put an end to the island's era of savage whippings. Shot back to back with its direct sequel, Master of Dragonard Hill (1987), that's based on the second book in the long-running Dragonard series of novels.",sex scene female nudity year 1747 brothel madam corporal punishment 75 more ,60
Princess from the Moon,1987,,Adventure Drama Fantasy History Sci-Fi ,,,,"Based on a centuries-old traditional Japanese fairy tale, a country couple finds a baby girl in some bamboo and raises her as their own daughter. Not the same as the original tale, though, in which the girl was a fairy from the moon and was finally taken home.",violence ambush sword fight sword katana sword 10 more ,120
De ratelrat,1987,,Comedy Crime ,,,,A rich Frisian farmer is murdered in Amsterdam. Police duo Grijpstra and De Gier are assigned to the case.,post mortem morgue naked dead body female full rear nudity full frontal female nudity 12 more ,
Sweet Country,1987,R,Drama History ,Non,"6,614","6,614","Anna and Ben are settled in rural Chile in the early 1970's. They are very isolated and their only real friends are two Chilean sisters, Eva and Monica. When Ben is stranded in Santiago on the eve of the military takeover of 1973, Anna is livid...and this is made worse by the fact that Eva, the ex-personal assistant to Allende's wife, has been arrested by the soldiers of the new Pinochet regime and taken into custody where she is emotionally and sexually defiled. She is released, only to be further harassed by one of her arresting officers, Raoul, who poses as her protector but wishes to rape her. Meanwhile, Anna becomes involved with a Canadian journalist named Paul, who is compiling information for an extensive journalistic treatment of the coup. Anna and Ben organize an escape for Eva, over the walls of a convent to the safety of an embassy.",sexual humiliation bare breasts female pubic hair forced nudity female full frontal nudity 34 more ,120
Devil's Paradise,1987,,Adventure Drama ,,,,"At the start of the 20th century, a man lives in solitude on an island. One day on the mainland, he saves a young woman from some nasty folk and takes her with him to his island. Her former captors soon find the island as well.",based on novel ,60
Looking for Eileen,1987,,Drama Romance Thriller ,,,,"After his wife Marjan has died in a car crash, Philip de Wit becomes a total wreck. Only after months does he return to a more or less normal life and even then he only works in his wife's bookstore. A year later Eileen walks in the store, a girl from Northern Ireland with her baby in her arms. When Philip sees her, he's dumbfounded, for she's the spitting image of his dead wife. Obsessed with her, he goes and tries to find her again, but he soon finds out that he's not the only one who's looking for Eileen.",female frontal nudity female pubic hair pubic hair book store title different than book 330 more ,60
The Lonely Voice of Man,1987,,Drama ,,,,"Nikita, haunted by the civil war, meets Luba, who is as deeply moral and lonely as he is.",tarkovskyesque loneliness husband wife relationship father son relationship civil war 4 more ,60
"Stielke, Heinz, Fifteen",1987,,War ,,,,"Follows the 15-year-old, Heinz Stilke, a member of the Hitler Youth. Heinz is proud of his father, who died bravely for his fatherland, but suddenly learns that he himself is half Jewish. Heinz leaves his gymnasium and is forced to flee his classmates lest his secret be revealed.",boys' boarding school hitler youth jewish boy male frontal nudity older woman younger man sex 12 more ,60
A Girl from Hunan,1987,,Drama ,,,,"The heartbreaking tale of a young girl sold into an arranged marriage with a 2 year old boy who she must raise as his nanny until he is old enough to marry her. She is expected to honor tradition and to toe the line so far as social proprieties are concerned, but the young girl rebels against the edicts of her elders until at 16, she falls in love with another man - Though set in turn-of-the-century China, The Girl from Hunan deliberately parallel the state of affairs in the China of the late 1980s.",arranged marriage 1900s teenager teen angst rural setting 5 more ,60
More About the Children of Noisy Village,1987,,Family ,,,,"There are only a handful of children living in Bullerbyn. This film follows their story through the fall and winter, picking up at the moment ""The Children of Noisy Village"" finishes.",screenplay adapted by author eastern europe year 1929 year 1928 family relationships 5 more ,60
The Right Hand Man,1987,R,Drama ,,,,"A stagecoach driver goes to work for a dying, one-armed aristocrat in 1860s Australia.",f rated dissecting an animal accident surrogate widow 13 more ,60
Konets vechnosti,1987,,Sci-Fi ,,,,Based on the novel by Isaac Asimov.The End of Eternity is a science fiction film with mystery and thriller elements on the subjects of time travel and social engineering.,time travel time eternity sword and planet spy 9 more ,120
Original Dirty Pair: Project Eden,1987,TV-PG,Animation Action Adventure Comedy Sci-Fi ,,,,WWWA Trouble Consultants Kei and Yuri team up with a petty thief to stop a mad scientist and his legions of mutated creatures.,thief mad scientist 2140s 22nd century woman in bath 8 more ,60
